Track;URI;Track;Name;Album;Name;Artist;Name(s);Release;Date;Duration;(ms);Popularity;Explicit;Added;By;Added;At;Genres;Record;Label;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time;Signature
spotify:track:419FFiitGchOUaIMEY7Dqi;Asi Fue;Desde Andalucia;Isabel Pantoja;03/05/1988;325466;66;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;villancicos,flamenco;RCA Records Label;0.733;0.319;7;-11.585;1;0.0298;0.322;0.00000818;0.2;0.466;110.002;4;;;;;;;;;;
spotify:track:4jpRPREFJcgUS6AZJFpCKl;Hijos de Caín;En Un Lugar De La Marcha;Barón Rojo;01/07/1985;358733;42;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;rock en español,heavy metal;Zafiro;0.191;0.91;0;-5.658;0;0.0855;0.0061;0.0000179;0.463;0.368;67.87;4;;;;;;;;;;
spotify:track:7F5AYZAPcNE9rIpCCHFEeh;Agradecido;Loco Por Incordiar;Rosendo;28/11/1985;274626;46;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;RCA Records Label;0.437;0.977;2;-4.315;1;0.154;0.00395;0.0416;0.0685;0.497;174.309;4;;;;;;;;;;
spotify:track:7v2xvireH6Ba3FREa5wsRP;Y Sin Embargo;Yo, Mi, Me, Contigo;Joaquín Sabina;21/06/1996;277973;60;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Ariola;0.691;0.467;7;-10.208;1;0.0725;0.676;0.00000157;0.0935;0.551;168.733;4;;;;;;;;;;
spotify:track:27ZrFLElsXCUIrSvgGD497;Qué Canten los Niños - Homenaje a las Aldeas SOS;Con el Paso del Tiempo;José Luis Perales;1986;288733;47;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,villancicos;Sony Music Latin;0.507;0.227;5;-19.383;1;0.035;0.779;0;0.171;0.273;149.591;3;;;;;;;;;;
spotify:track:0Qhe5uFWO7RBDQKYQvtJIq;La Vida Que Mala Es - Remasterizado;Este Es Nuestro Tiempo 1986-1991 (Remasterizado);91;1986;246680;29;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Legacy Recordings;0.629;0.914;9;-3.749;1;0.0623;0.24;0;0.222;0.782;109.119;4;;;;;;;;;;
spotify:track:2fYRXoal0ysbJJBUddCGDb;Mi Agüita Amarilla;30 Años de Éxitos;Los Toreros Muertos;30/01/1986;339933;56;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;rock en español,rock latino;Ariola;0.712;0.55;0;-14.292;1;0.0467;0.124;0;0.22;0.893;130.46;4;;;;;;;;;;
spotify:track:5QrHfu4q83HjcFcRi2WlS3;Volare (Nel Blu di Pinto di Blu);Mosaïque;Gipsy Kings;02/08/1989;218520;0;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;Columbia;0.638;0.801;4;-11.433;1;0.0493;0.61;0.00000751;0.373;0.926;116.053;4;;;;;;;;;;
spotify:track:2a7Ufmq13NRMavrBYUN5Ex;Desátame;Palabra de Mujer;Monica Naranjo;15/04/1997;288933;54;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Epic;0.57;0.945;7;-3.636;0;0.053;0.0345;0.00000443;0.175;0.593;136.285;4;;;;;;;;;;
spotify:track:6VuRx5yyACleleSGXzkrqG;Loco por Incordiar;Loco Por Incordiar;Rosendo;28/11/1985;213733;38;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;RCA Records Label;0.348;0.937;4;-3.699;0;0.0547;0.00268;0.000111;0.1;0.453;183.505;4;;;;;;;;;;
spotify:track:3pBmaSZCoLF0drPRuf85O5;Como Yo Te Amo - Remasterizado;Canciones Entrañables (Remasterizado);Rocío Jurado;1978;280213;45;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;Legacy Recordings;0.661;0.374;5;-12.249;1;0.0399;0.705;0.0099;0.681;0.187;137.06;4;;;;;;;;;;
spotify:track:5wI6PpGIGw25jewhrbnxWG;Hoy Quiero Confesarme;Marinero De Luces;Isabel Pantoja;1985;289293;47;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;villancicos,flamenco;RCA Records Label;0.303;0.36;5;-11.979;1;0.0512;0.486;0;0.372;0.559;76.992;4;;;;;;;;;;
spotify:track:345wiXlfRlPPmZE9qOLpcq;Asi Estoy Yo Sin Ti;Hotel, Dulce Hotel;Joaquín Sabina;31/08/1987;306133;52;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Ariola;0.634;0.483;7;-9.432;1;0.0324;0.306;0;0.405;0.435;72.004;4;;;;;;;;;;
spotify:track:1VHM7HjNxtZkApy2EabI4e;El Mundo Tras el Cristal;2 En 1 - Vamonos - Cuando Brille El Sol;La Guardia;04/01/1999;205066;46;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Zafiro;0.679;0.709;11;-10.982;1;0.0398;0.262;0;0.132;0.818;106.731;4;;;;;;;;;;
spotify:track:3uMYq07Kj5m564OQwdSCrD;Cuando Pase El Temblor - Remasterizado 2007;Nada Personal (Remastered);Soda Stereo;09/10/1985;229160;75;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;rock en español,rock latino,rock argentino,música alternativa latina;Columbia;0.652;0.607;0;-8.657;1;0.0368;0.0314;0.00285;0.0721;0.72;94.089;4;;;;;;;;;;
spotify:track:4oCGALJSQZxLnsnPPgShln;Veneno en la Piel;Veneno En La Piel;Radio Futura;20/03/1990;222013;53;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;rock en español;Ariola;0.692;0.797;2;-11.34;1;0.0266;0.0565;0.000113;0.12;0.973;139.498;4;;;;;;;;;;
spotify:track:1EZypwk0xcj64ZLAglhLs2;La Cosa Mas Bella;Donde Hay Música (Spanish Version);Eros Ramazzotti;01/05/1996;265626;73;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;italo dance;DDD;0.708;0.752;8;-6.68;1;0.026;0.0813;0;0.204;0.599;110.001;4;;;;;;;;;;
spotify:track:2c4lkvFscid22nr32FByC4;Mil Calles Llevan Hacia Ti;Vamonos;La Guardia;27/07/1988;224986;52;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Zafiro;0.489;0.774;9;-11.099;1;0.0337;0.311;0.00000671;0.046;0.868;178.494;4;;;;;;;;;;
spotify:track:0aIO4vndXigQGEo3hbIkhq;Me Duele La Cara De Ser Tan Guapo;30 Hombres Solos;Los Inhumanos;01/08/1988;231013;47;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;rock en español;Zafiro;0.643;0.906;7;-9.439;1;0.0833;0.323;0.00000516;0.163;0.792;196.289;4;;;;;;;;;;
spotify:track:3zYohktAenCUDxxdPtFU6M;Entre Tu y Yo;La Cabaña de la Colina;El Norte;01/09/1988;225520;40;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Columbia;0.566;0.898;1;-6.989;1;0.0376;0.192;0.0000266;0.0721;0.675;117.394;4;;;;;;;;;;
spotify:track:3OLADK5y0rOTjyuQ6cPn7t;Por Ella;Por Ella;José Manuel Soto;31/10/1988;305840;34;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop,villancicos;Columbia;0.351;0.443;2;-12.551;1;0.0663;0.6;0.000143;0.199;0.288;175.114;4;;;;;;;;;;
spotify:track:58psRexxWVZNbcUK5BU1d4;Lija Y Terciopelo;La Patera;Marea;26/07/1999;274893;0;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;RCA Records Label;0.438;0.958;5;-4.832;1;0.109;0.000528;0.00628;0.169;0.853;184.151;4;;;;;;;;;;
spotify:track:0ZFJDxWClJb4FAVDpANc9O;Djobi, Djoba;Gipsy Kings;Gipsy Kings;23/02/1987;204240;0;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;Columbia;0.716;0.891;5;-12.562;1;0.0564;0.677;0.00369;0.208;0.842;108.252;4;;;;;;;;;;
spotify:track:47WTpJKUjZ4hxNECGMAVhS;Ese Hombre;Señora;Rocío Jurado;1979;269560;49;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;RCA Records Label;0.427;0.616;8;-9.937;0;0.538;0.168;0;0.0638;0.69;191.335;3;;;;;;;;;;
spotify:track:5emip48zTbBMf2VBQiX7ki;Mueve Tus Caderas;Burning en Directo (Dulce Dieciseis);Burning;18/03/1991;253666;32;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Ariola;0.489;0.829;2;-12.716;1;0.0421;0.324;0.294;0.199;0.618;136.689;4;;;;;;;;;;
spotify:track:63ZPDjygXPMtqmpcoJUVk5;Libertad Sin Ira;Libertad Sin Ira;Jarcha;27/05/1991;222000;33;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;cantautores,flamenco;Zafiro;0.692;0.409;9;-16.406;1;0.0467;0.831;0;0.127;0.741;121.354;4;;;;;;;;;;
spotify:track:2x3MxkdvKiWvLor7yNeLWB;All My Loving;Pasión Condal;Los Manolos;23/06/1991;193306;45;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;RCA Records Label;0.691;0.88;6;-9.687;1;0.0308;0.247;0.0177;0.296;0.961;103.491;4;;;;;;;;;;
spotify:track:0X1XgxtHG9hULAw296CCgz;El Gato Que Está Triste y Azul - Un Gato Nel Blu;El Arte De Roberto Carlos;Roberto Carlos;1992;232200;66;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;mpb,brega,bolero;Columbia;0.439;0.373;4;-13.922;1;0.0321;0.657;0;0.488;0.603;112.205;4;;;;;;;;;;
spotify:track:3xbymP6jIcdN0O2PB420bz;Escándalo;Ave Fénix;Raphael;1992;304853;47;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;villancicos;Sony Music Latin;0.732;0.892;1;-9.469;1;0.0517;0.335;0.0146;0.116;0.906;112.295;4;;;;;;;;;;
spotify:track:75QcWSFMIh8wkbGHdVQoju;Cuéntame al Oido;Dile al Sol;La Oreja de Van Gogh;18/05/1998;191266;58;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Epic;0.646;0.604;0;-7.041;1;0.0306;0.616;0;0.119;0.537;133.072;4;;;;;;;;;;
spotify:track:2RPNwpCcxVBhwhNUrJIiyG;A Mi Manera (Comme D'Habitude);Gipsy Kings;Gipsy Kings;23/02/1987;231533;0;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;Columbia;0.432;0.563;8;-13.219;1;0.0491;0.786;0.000247;0.134;0.597;94.671;4;;;;;;;;;;
spotify:track:5OaqffbeQyVVqtnA71Ci7K;Por la Raja de Tu Falda;Estopa;Estopa;18/10/1999;202826;65;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.759;0.722;9;-9.906;0;0.0765;0.323;0;0.719;0.928;97.518;4;;;;;;;;;;
spotify:track:5F9NOb35E8wWEFY79Dv4vE;Echo De Menos;Puro Veneno;Kiko Veneno;28/09/1998;240093;42;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;RCA Records Label;0.762;0.663;8;-9.198;0;0.0453;0.553;0;0.112;0.871;105.443;4;;;;;;;;;;
spotify:track:0SFZ2bE1hVX3k5tECWziYm;Con la Misma Piedra;Moments;Julio Iglesias;1982;237866;66;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;bolero;Columbia;0.664;0.498;0;-13.824;0;0.12;0.564;0;0.176;0.479;90.469;4;;;;;;;;;;
spotify:track:6rVZRbWjALEyy1i6noyQ6j;Garlochi;Que Dile y Dile;Isabel Pantoja;1975;243813;21;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;villancicos,flamenco;RCA Records Label;0.55;0.705;5;-9.325;0;0.0856;0.584;0.00000132;0.101;0.834;104.472;4;;;;;;;;;;
spotify:track:6bEep0TL9On222hdpcsCcH;Un Ramito de Violetas;Un Ramito De Violetas;Cecilia;05/03/1992;252666;49;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;cantautores;Columbia;0.329;0.227;9;-16.514;0;0.0469;0.937;0.0000265;0.465;0.319;73.807;4;;;;;;;;;;
spotify:track:6uojMoKuVkIVEeqH4JCBAr;Alba;Cosas Mias;Antonio Flores;25/05/1994;224506;48;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,trova,cantautores;RCA Records Label;0.797;0.939;7;-8.48;1;0.0635;0.191;0.000187;0.0892;0.943;93.016;4;;;;;;;;;;
spotify:track:4UjqoyfmarLo3Ub3LE19eC;El Vals del Obrero;El Vals Del Obrero;Ska-P;01/03/1996;277933;58;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;ska,ska punk,ska mexicano;RCA Records Label;0.505;0.835;5;-5.524;1;0.0685;0.0418;0.00000112;0.171;0.674;102.097;4;;;;;;;;;;
spotify:track:6BEhC3j62wIpe9m7zPL4Tx;Pantera en Libertad;Palabra de Mujer;Monica Naranjo;15/04/1997;283573;49;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Epic;0.599;0.913;3;-4.871;0;0.0443;0.27;0.0000188;0.155;0.281;131.423;4;;;;;;;;;;
spotify:track:15m2Op4d1ZtX0ScPaDNKcd;Vino Tinto;Destrangis;Estopa;23/10/2001;198560;64;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.694;0.935;7;-3.215;1;0.105;0.359;0;0.0324;0.797;92.478;4;;;;;;;;;;
spotify:track:48NDGoswkW8hbg1IszYp2V;Despellejo;La Patera;Marea;26/07/1999;219213;0;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;RCA Records Label;0.462;0.97;0;-4.886;1;0.129;0.000185;0.145;0.247;0.808;176.032;4;;;;;;;;;;
spotify:track:2YhVvYKpwAFM01pCAn0rTW;De Niña a Mujer;De Nina A Mujer;Julio Iglesias;1981;198200;61;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;bolero;Columbia;0.43;0.25;0;-17.067;1;0.029;0.702;0;0.383;0.413;104.387;4;;;;;;;;;;
spotify:track:1O8RTsFAZGN9GmXvfaa1Tc;En un Mercedes Blanco;Echate Un Cantecito;Kiko Veneno;1992;262666;37;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Legacy Recordings;0.721;0.718;4;-14.982;0;0.0507;0.293;0.0000331;0.189;0.78;107.956;4;;;;;;;;;;
spotify:track:6PfQB3xEbIlky1dXOb3Yyh;Amigos para Siempre;Dulce Veneno;Los Manolos;23/06/1992;264826;49;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;RCA Records Label;0.705;0.845;1;-10.123;1;0.0445;0.343;0.00000231;0.0634;0.925;117.652;4;;;;;;;;;;
spotify:track:1p6WLICpvRXvTgP9aMcBvK;Cómo Han Pasado los Años;Hay Amores Y Amores;Rocío Dúrcal;25/04/1995;214933;56;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;ranchera,mariachi,bolero;Ariola;0.593;0.419;5;-8.119;1;0.0265;0.477;0.00261;0.132;0.375;89.84;4;;;;;;;;;;
spotify:track:6VVBXRsXAuN5UvqKNw7j0l;Cacho a Cacho;Estopa;Estopa;18/10/1999;148746;60;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.456;0.843;0;-8.682;1;0.0559;0.105;0.00176;0.0939;0.842;79.608;4;;;;;;;;;;
spotify:track:1gsPpI8D9cHgW94UoQb2YH;Sangre Española;Sangre Española;Manolo Tena;02/11/1992;201960;41;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,nueva trova;Epic;0.768;0.649;9;-8.455;0;0.0325;0.238;0.00131;0.114;0.837;112.049;4;;;;;;;;;;
spotify:track:2i7SlECYIAsT72FpLUU1Uj;Me Gustas Mucho;Mis Mejores Canciones;Rocío Dúrcal;14/10/1992;188826;56;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;ranchera,mariachi,bolero;Ariola;0.632;0.307;5;-10.749;1;0.0341;0.23;0.00000702;0.146;0.951;120.52;4;;;;;;;;;;
spotify:track:2XOuNjvWYgPmdtTwjQTd23;"Amor de Hombre (De ""La Leyenda del Beso"")";Personalidad;Mocedades;01/01/2000;184613;41;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova;Sony Special Products;0.447;0.593;2;-4.272;1;0.0349;0.592;0;0.627;0.393;168.5;4;;;;;;;;;;
spotify:track:7aOFPde65u12EJmh1dr7uL;La Gata Bajo la Lluvia;Mis Mejores Canciones;Rocío Dúrcal;14/10/1992;217506;56;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;ranchera,mariachi,bolero;Ariola;0.302;0.461;7;-12.678;1;0.0547;0.717;0.00000223;0.57;0.521;175.799;4;;;;;;;;;;
spotify:track:1x8tjll0oP07qkZWVtm8ap;Sevilla Tiene un Color Especial;Alegria Y Cosabuena;Los Del Rio;19/03/2001;227666;46;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Zafiro;0.617;0.791;0;-6.749;1;0.0563;0.564;0;0.154;0.498;100.088;4;;;;;;;;;;
spotify:track:2e7mL0M7mvjYVANfWPUjCH;Solo Se Vive una Vez;Monica Naranjo;Monica Naranjo;14/03/1994;253266;64;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Epic;0.744;0.993;11;-5.146;0;0.0548;0.0205;0.00000412;0.107;0.959;131.912;4;;;;;;;;;;
spotify:track:29opVIw8I1BOZntEn3Un2I;La Puerta de Alcalá;Grandes Exitos;Ana Belén;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:3Cdlb91oUTuN2hOVNdhfQT;Tocar Madera;Sangre Española;Manolo Tena;02/11/1992;312773;34;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,nueva trova;Epic;0.763;0.756;0;-8.053;1;0.0415;0.085;0.00219;0.218;0.732;120.102;4;;;;;;;;;;
spotify:track:1Hud0EePGdcqcHIIDksq3R;Volando Voy;Echate Un Cantecito;Kiko Veneno;1992;263000;36;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Legacy Recordings;0.633;0.901;4;-7.842;1;0.0859;0.326;0.0000038;0.0586;0.71;120.971;4;;;;;;;;;;
spotify:track:6BOdOiwlrChSQkyO9CQnYQ;Las Campanas del Amor;Palabra de Mujer;Monica Naranjo;15/04/1997;247866;43;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Epic;0.636;0.971;11;-3.532;1;0.0583;0.071;0;0.0969;0.508;130.454;4;;;;;;;;;;
spotify:track:3Z7i0ghN5TKtS4dINyxHkD;No Quiero Ser Un Poeta;La Patera;Marea;26/07/1999;210306;0;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;RCA Records Label;0.446;0.972;7;-5.486;1;0.125;0.000301;0.522;0.0491;0.656;175.934;4;;;;;;;;;;
spotify:track:6DuKoeebIsPMWfSoUURTch;Exiliado en el Lavabo;Estopa;Estopa;18/10/1999;195840;46;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.69;0.434;11;-12.579;0;0.035;0.215;0.000013;0.0963;0.514;142.852;4;;;;;;;;;;
spotify:track:1uhnqKiXLGn1gMxa8bhWSs;Tú y Yo Volvemos al Amor;Palabra de Mujer;Monica Naranjo;15/04/1997;272640;49;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Epic;0.686;0.8;9;-5.348;1;0.0358;0.31;0;0.1;0.638;140.141;4;;;;;;;;;;
spotify:track:4MyM4n3kLdnWtgkjxnjfhC;El Tren;Leño;Leño;01/07/1979;266000;33;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Zafiro;0.27;0.77;0;-4.268;1;0.0774;0.0508;0.0537;0.28;0.564;187.826;4;;;;;;;;;;
spotify:track:1Nr7Sj9d0dVZ6xJdvoS5yE;Te Estoy Queriendo Tanto;Cantando Que Es Gerundio;Siempre Asi;23/06/1997;128733;50;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,villancicos,flamenco pop;Discos De Arte;0.671;0.535;8;-9.47;0;0.125;0.395;0.0000669;0.0544;0.759;95.94;4;;;;;;;;;;
spotify:track:7h23pwnb6mQ7EMAJ4GX1rR;La Sombra de una Palmera;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;249666;36;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.784;0.525;4;-7.57;1;0.0395;0.493;0.000482;0.0903;0.613;115;3;;;;;;;;;;
spotify:track:3k1Iotkfi1LxRmhjn3Lz43;Trasegando;La Patera;Marea;26/07/1999;166493;0;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;RCA Records Label;0.527;0.976;11;-4.397;1;0.0702;0.0000863;0.00966;0.179;0.626;90.088;4;;;;;;;;;;
spotify:track:4UMCpYrmgZv9CsyLvrws4F;El del Medio de los Chichos;Estopa;Estopa;18/10/1999;227013;56;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.603;0.842;9;-8.393;0;0.0466;0.14;0;0.199;0.741;90.447;4;;;;;;;;;;
spotify:track:0Gj3HNhYtZaWmvURTwC4X5;Lobo Lopez;Echate Un Cantecito;Kiko Veneno;1992;332560;34;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Legacy Recordings;0.891;0.607;6;-9.137;0;0.0309;0.606;0.000261;0.104;0.834;120.634;4;;;;;;;;;;
spotify:track:7037bX3jdaUWUAXL12CHGy;Sarà perché ti amo;The Collection;Ricchi E Poveri;1998;190693;70;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;italo dance,disco italiana;Baby Records;0.837;0.751;4;-8.245;1;0.0377;0.122;0;0.0582;0.964;120.196;4;;;;;;;;;;
spotify:track:5Yyfn55vZBQlC2j1GuYWIM;Anduriña;Pop De Los 60;Juan Y Junior;01/07/1998;183333;31;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Zafiro;0.582;0.501;2;-6.136;1;0.024;0.234;0;0.186;0.814;100.3;4;;;;;;;;;;
spotify:track:2komT9UQNsUDo7qvTDAZKn;My Way (with Paul Anka);My Life: The Greatest Hits;Julio Iglesias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:5r5hCjNjWdmQTHtHBZ7ghy;Corazón Contento;De Marisol A Pepa Flores;Marisol;18/01/1999;180400;45;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;villancicos;Zafiro;0.586;0.829;2;-3.781;0;0.0307;0.157;0.0000693;0.0689;0.951;131.386;4;;;;;;;;;;
spotify:track:19TYg1tkwLpOH2mxyE6X7u;Contamíname - En Directo;Mucho Mas Que Dos (Live In Concert);Ana Belén;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:2LmQV8kR5L6ooO1hTokgwa;Cerrado por Derribo;19 Dias Y 500 Noches;Joaquín Sabina;27/09/1999;276440;34;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Legacy Recordings;0.464;0.606;10;-8.946;1;0.0422;0.724;0;0.195;0.701;127.31;5;;;;;;;;;;
spotify:track:1ZJe2q23LXHnE79UjnJqyx;Tómame o Déjame - Remasterizado;Mocedades 5;Mocedades;1973;187000;54;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova;Serdisco;0.408;0.59;10;-5.687;1;0.0304;0.455;0.00095;0.216;0.416;78.764;4;;;;;;;;;;
spotify:track:2nlqpnAzHv9Xevin3kEAk3;Solo Le Pido a Dios - En Directo;Esencial Antonio Flores;Antonio Flores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:3AH6GaEPShZyjS7DVZMYRE;Suma y Sigue;Estopa;Estopa;18/10/1999;194973;42;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.777;0.621;9;-9.737;0;0.0319;0.47;0;0.0969;0.936;126.036;4;;;;;;;;;;
spotify:track:69aj4fQBQCAHoGcn1PBbGS;Tan Solo;Estopa;Estopa;18/10/1999;270226;40;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.558;0.313;4;-11.935;0;0.0292;0.659;0.000551;0.158;0.229;132.044;4;;;;;;;;;;
spotify:track:0snvfum1KpU3X8DdAvV9bo;La Ultima Carta;El Ser Humano Es Raro;Los Cucas;02/12/1999;292333;38;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Columbia;0.615;0.875;9;-4.922;0;0.0543;0.297;0;0.699;0.891;112.013;4;;;;;;;;;;
spotify:track:4TUYhTFCrUoJCONLmcZ3Zg;Marea;La Patera;Marea;26/07/1999;265226;0;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;RCA Records Label;0.386;0.983;11;-4.468;0;0.164;0.000119;0.449;0.096;0.544;186.03;4;;;;;;;;;;
spotify:track:5QJhfu8ajjVuJetRxw1B4K;Cumpleaños Total;Canciones para una Orquesta Química;Los Planetas;03/05/1999;188666;24;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;RCA Records Label;0.389;0.746;9;-9.771;1;0.0557;0.00162;0.488;0.0825;0.843;152.487;4;;;;;;;;;;
spotify:track:00HQYoYw5bOa2znVg4EjDU;Viernes;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;217760;39;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.542;0.878;0;-3.708;0;0.0633;0.0418;0;0.298;0.431;145.276;4;;;;;;;;;;
spotify:track:6IDgYT1p1n0M5kQVjLQozC;Aprendiz;Aprendiz;Malú;12/07/1998;287626;47;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco pop,flamenco;Columbia;0.538;0.646;9;-5.818;0;0.046;0.526;0;0.335;0.415;80.429;4;;;;;;;;;;
spotify:track:7GITdJq0WUdMk2NgHIDFFq;No Se por Que Te Quiero;Mirame;Ana Belén;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:4WvnRJcRu1SIaMKEh0Fixx;Entender el Amor;Palabra de Mujer;Monica Naranjo;15/04/1997;326066;45;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Epic;0.667;0.981;1;-3.587;0;0.0475;0.113;0.0000588;0.0754;0.83;130.206;4;;;;;;;;;;
spotify:track:2rHhKu1hW8uqyr7LSrRn8E;Bandido;Bandido;Azucar Moreno;1990;182866;44;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;Epic;0.735;0.817;1;-8.595;1;0.036;0.0414;0.00000514;0.806;0.799;127.912;4;;;;;;;;;;
spotify:track:2JilhEGTNpRPIe2MvOuoAK;El Lado Mas Bestia de la Vida;Albert Pla Supone A Fonollosa;Albert Pla;24/07/1995;281520;34;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;cantautores;Ariola;0.794;0.496;0;-11.891;1;0.0613;0.723;0.000597;0.0941;0.836;102.076;4;;;;;;;;;;
